,CostPerTRansaction,Difficulty,EstimatedTransactionVolume,HashRate,MiningOperationMargin,MinerRevenue,MarketCapitalization,TransactionsPerDay,UniqueAddress,NumberOfTransactions,TotalNumberOfTransactions,Mined,ExchangeTradeVolume
2019-10-15,47.3402249495,13008091667000.0,1712938625.04,87295825.4578,,14628224.1899,150260709969.0,74504.0,513254.0,304466.0,464639375.0,17992062.5,65962338.31600001
2019-10-14,53.5597112187,13008091667000.0,358793113.391,91822275.6668,,15185999.1607,149214762125.0,55226.0,417760.0,279487.0,464359792.0,17990687.5,30579541.6473
2019-10-13,46.4748599476,13008091667000.0,434035291.22400004,86002553.9696,,14021139.9222,149802356562.0,61929.0,452069.0,301693.0,464057966.0,17988875.0,138474726.812
2019-10-12,48.488327841099995,13008091667000.0,940680504.4660001,100875176.085,,17060812.1042,149796360600.0,79405.0,547368.0,345425.0,463712218.0,17987075.0,113137559.64
2019-10-11,51.338440016599996,12874760266700.0,1061857762.28,103681264.293,,17831123.6788,154180892650.0,79757.0,549668.0,345048.0,463367125.0,17985250.0,174962381.194
2019-10-10,47.0227841059,12759819404400.0,1063632108.54,87532580.6966,,14626389.9734,154914445819.0,77148.0,524494.0,311049.0,463055305.0,17982987.5,68942273.4
2019-10-09,50.020110851999995,12759819404400.0,951086445.4269999,102755638.20899999,,17060959.4496,147023179594.0,77503.0,534935.0,336354.0,462720402.0,17981187.5,144876046.239
2019-10-08,47.8824281167,12759819404400.0,858436648.3410001,98315579.7679,,15743886.0121,147583699688.0,77448.0,538987.0,328803.0,462388900.0,17979375.0,100404346.44700001
2019-10-07,53.2545312983,12759819404400.0,437929223.28900003,94509815.3898,,15379216.33,141096997388.0,53167.0,435006.0,277613.0,462112762.0,17977575.0,56545050.0769
2019-10-06,49.6996124011,12759819404400.0,375403716.02199996,100218461.957,,16377861.1718,146277665625.0,64694.0,480438.0,326683.0,461787146.0,17975750.0,92819801.4144
2019-10-05,45.070544626499995,12759819404400.0,734036334.988,93241227.2637,,15198779.2,146681631488.0,75651.0,545609.0,337222.0,461449958.0,17973487.5,116784278.345
2019-10-04,47.307793868500006,12759819404400.0,941153423.8130001,93241227.2637,,15446657.0072,146352437156.0,75295.0,525476.0,326514.0,461123521.0,17971687.5,91246610.9394
2019-10-03,48.094731136899995,12759819404400.0,753518693.1,93875521.3267,,15983802.945999999,148143752550.0,78787.0,535484.0,326557.0,460795585.0,17969887.5,170270297.36
2019-10-02,45.5094392434,12759819404400.0,1076885942.13,90704051.0117,,15347785.3282,149296631312.0,82409.0,573854.0,337244.0,460459430.0,17968062.5,173526590.012
2019-10-01,43.1497755862,12759819404400.0,1032865548.02,82458228.1924,,13436667.5184,147988104212.0,75964.0,540376.0,311396.0,460148268.0,17966262.5,92992826.6976
2019-09-30,48.815277777,12759819404400.0,461412848.671,86263992.5705,,14292283.4734,143526873406.0,54660.0,435119.0,285542.0,459862484.0,17964437.5,99366389.5
2019-09-29,52.1545880071,12759819404400.0,580178846.776,100852756.02,,16399123.5708,145249525525.0,63418.0,474974.0,314433.0,459546722.0,17963087.5,167290267.716
2019-09-28,44.4266876288,12759819404400.0,1158429641.01,83726816.3184,,13731933.7325,144009995075.0,68927.0,532292.0,303903.0,459242846.0,17960837.5,286339496.041
2019-09-27,50.3094499446,12017674556100.0,1313285336.69,102155715.06799999,,18142040.4351,145561544875.0,76182.0,554702.0,355775.0,458888070.0,17959475.0,269030045.18299997
2019-09-26,48.798516448,11890594958800.0,2087385264.72,92209210.3075,,17222704.4026,152384905275.0,73039.0,571599.0,347747.0,458540193.0,17957212.5,491431838.372
2019-09-25,53.0872769256,11890594958800.0,3139283339.22,92800294.989,,19220354.7855,156652029598.0,82630.0,596954.0,353263.0,458186764.0,17955387.5,120001577.15100001
2019-09-24,50.5345401792,11890594958800.0,855073770.204,67383653.6863,,14647183.7982,175500529050.0,67816.0,544681.0,288149.0,457899079.0,17953100.0,59501805.669
2019-09-23,66.33008283779999,11890594958800.0,552377407.45,98120057.1221,,21169975.5686,179544427625.0,53403.0,456990.0,318713.0,457580421.0,17951750.0,69869004.1574
2019-09-22,62.735513557,11890594958800.0,1297619718.15,98120057.1221,,21079948.1168,179239100906.0,62054.0,493311.0,336013.0,457244415.0,17949937.5,89963558.4697
2019-09-21,57.3134687454,11890594958800.0,1752366741.28,89253786.9002,,19539823.5859,182016472781.0,75130.0,557003.0,340929.0,456902222.0,17947687.5,157389488.432
2019-09-20,54.1653606781,11890594958800.0,1263814528.25,87480532.8559,,19373703.7113,184026103369.0,77175.0,552276.0,346110.0,456557411.0,17945887.5,90728914.3667
2019-09-19,62.0440781613,11890594958800.0,1899700648.35,102848734.574,,22533478.527,182912801094.0,79169.0,578686.0,363185.0,456194307.0,17944062.5,91392243.66
2019-09-18,56.032449328,11890594958800.0,1412330120.99,87480532.8559,,19262723.3651,183374294656.0,80434.0,567927.0,343778.0,455850312.0,17941812.5,107174306.419
2019-09-17,61.2148218158,11890594958800.0,1523428331.69,96346803.0777,,21460937.0915,184889768825.0,78646.0,562077.0,347341.0,455502894.0,17940012.5,40801052.2218
2019-09-16,70.37627451659999,11890594958800.0,465077107.456,86889448.1744,,19411747.0474,185162295344.0,55210.0,422886.0,274146.0,455227200.0,17937737.5,55063941.3121
2019-09-15,67.6138437141,11890594958800.0,550438176.484,91618125.6261,,20523303.2794,186363358594.0,64370.0,491282.0,299894.0,454927556.0,17935937.5,95214496.60700001
2019-09-14,63.6000008241,10958429712900.0,926451075.37,81711974.3616,,19643241.8545,183878583625.0,75526.0,546950.0,308856.0,454620184.0,17934125.0,114864653.93
2019-09-13,60.9803251938,10771996663700.0,1811962087.03,84605659.659,,20481339.8622,187652814962.0,76000.0,564060.0,335868.0,454282442.0,17932325.0,122176795.066
2019-09-12,70.6489862167,10771996663700.0,1425043055.22,98528109.9826,,23997270.4992,181640624788.0,75359.0,556853.0,338276.0,453945245.0,17930075.0,109189912.073
2019-09-11,69.6237820518,10771996663700.0,1964047352.9,97457152.2654,,23662199.3205,182594643000.0,73918.0,564563.0,339858.0,453605463.0,17927800.0,133582936.866
2019-09-10,60.4710385004,10771996663700.0,1233969516.75,78179913.3557,,19160369.4909,183736887500.0,73654.0,536567.0,316852.0,453288908.0,17925550.0,63124156.1445
2019-09-09,81.9251101978,10771996663700.0,734442315.886,94779757.9724,,23644815.6797,185645240625.0,52464.0,436798.0,288507.0,453000698.0,17923750.0,65192692.243999995
2019-09-08,62.741338068900006,10771996663700.0,920958388.085,80321828.7902,,20094042.8607,188542877738.0,62915.0,472297.0,314429.0,452685067.0,17921475.0,210268387.805
2019-09-07,58.721934924399996,10771996663700.0,2785938242.47,84605659.659,,21464687.5948,185325278850.0,80652.0,601748.0,365531.0,452321086.0,17919675.0,90967493.33
2019-09-06,63.6577647816,10771996663700.0,1706403125.81,88354011.6692,,22456931.6286,189015663375.0,76772.0,550315.0,352410.0,451968086.0,17917875.0,196753395.587
2019-09-05,56.585690866899995,10771996663700.0,1356552610.12,72825124.7697,,18375693.8378,193667771125.0,78522.0,544449.0,324741.0,451644190.0,17915612.5,228788746.94799998
2019-09-04,59.431130348900005,10771996663700.0,1484070470.3,87818532.8106,,22232234.9654,190585051188.0,84930.0,595785.0,370631.0,451273278.0,17913812.5,153032806.837
2019-09-03,57.761297760699996,10771996663700.0,1189099299.74,79786349.9315,,19567794.8424,186490657856.0,74363.0,529944.0,327248.0,450945001.0,17911987.5,45179221.4802
2019-09-02,60.9054401216,10685572378000.0,527581681.518,75959123.8205,,17386554.1806,173218136619.0,54545.0,423910.0,285468.0,450660388.0,17910162.5,40437358.647
2019-09-01,58.942276181000004,10183488432900.0,536730722.744,84033176.6577,,20380765.5465,172547072688.0,63061.0,464447.0,342195.0,450318258.0,17908362.5,112305189.267
2019-08-31,55.423720672799995,10183488432900.0,1323718819.77,80995832.9231,,19625872.0326,170698851300.0,70758.0,543570.0,349200.0,449967021.0,17906100.0,157535719.826
2019-08-30,57.3372246189,10183488432900.0,1674298204.54,83526952.7019,,20199158.8493,169831119081.0,70866.0,545362.0,346734.0,449621620.0,17904287.5,203978693.82900003
2019-08-29,56.5215223792,10183488432900.0,1050824062.27,76439817.3211,,19285143.4358,173613838450.0,74673.0,526015.0,341200.0,449280974.0,17902025.0,102638637.40200001
2019-08-28,53.813236393500006,10183488432900.0,1295831266.8,68340234.0288,,17790117.8193,181955787125.0,75435.0,535379.0,325984.0,448954800.0,17900225.0,189624308.443
2019-08-27,56.726968388500005,10183488432900.0,1311051900.85,69352681.9404,,18051599.1536,184550531288.0,76134.0,539168.0,318219.0,448636850.0,17898412.5,102865892.82100001
2019-08-26,69.165935691,10183488432900.0,576624098.059,78464713.1442,,20023054.221,180259213500.0,49302.0,393555.0,288934.0,448346130.0,17897062.5,117754910.92799999
2019-08-25,68.0375927744,10183488432900.0,592417288.471,80995832.9231,,20913191.1542,180460110600.0,58485.0,452008.0,304481.0,448041779.0,17894800.0,122936632.676
2019-08-24,58.7541935094,10183488432900.0,2130991479.94,77452265.2327,,20303216.6175,185281885562.0,74154.0,564675.0,340220.0,447702294.0,17892987.5,141841653.538
2019-08-23,56.5812280925,10183488432900.0,951158027.834,71377577.7635,,18244786.7421,181264439512.0,78222.0,609067.0,322453.0,447379651.0,17891175.0,236246172.908
2019-08-22,57.8585943875,10183488432900.0,1083045372.4,68846457.9846,,18133519.9256,179466210000.0,69410.0,599152.0,308808.0,447071062.0,17889375.0,122315070.309
2019-08-21,63.4093231777,10183488432900.0,1220470929.97,77452265.2327,,21381940.8221,191477412781.0,74982.0,558999.0,333304.0,446738249.0,17887562.5,171807868.28
2019-08-20,66.2656115572,10183488432900.0,1023246904.67,82514504.7904,,22512416.2143,191779954375.0,71864.0,517545.0,330473.0,446408235.0,17885750.0,77572050.192
2019-08-19,59.6939677632,10016798869100.0,923238653.158,62740159.349,,16497323.4009,186095440850.0,47844.0,407213.0,276365.0,446132072.0,17883475.0,91003712.31
2019-08-18,58.346599483,9985348008060.0,1526187033.47,63535915.7538,,16818757.3806,180743578438.0,56020.0,441149.0,288256.0,445843302.0,17882125.0,242929696.755
2019-08-17,59.7138183628,9985348008060.0,1077642458.53,72967028.2485,,20175209.2411,186750923906.0,67650.0,533245.0,323625.0,445518540.0,17880312.5,339458149.847
2019-08-16,56.4658066589,9985348008060.0,1574111185.8,77930771.6667,,20403806.3046,180072000200.0,68483.0,538837.0,355644.0,445163316.0,17878475.0,280655886.467
2019-08-15,56.941194299799996,9985348008060.0,1317218977.94,75448899.9576,,20751478.0271,182243763288.0,74779.0,554189.0,359997.0,444803906.0,17876675.0,193935252.602
2019-08-14,61.4203274822,9985348008060.0,1666494659.99,77930771.6667,,23339417.3416,194138745850.0,81718.0,566410.0,370747.0,444432743.0,17874850.0,84492311.643
2019-08-13,66.0676369993,9985348008060.0,1291059873.48,66017787.4629,,19835024.1828,203541962744.0,57266.0,459560.0,297446.0,444135872.0,17872587.5,104661395.05600001
2019-08-12,80.9888479954,9985348008060.0,577446710.736,75945274.2994,,22402406.2329,205635250462.0,50989.0,414832.0,273280.0,443862827.0,17871225.0,185394290.395
2019-08-11,73.27579705939999,9985348008060.0,796863848.4419999,74952525.6158,,22285954.366,202237075969.0,57997.0,453016.0,304138.0,443556992.0,17869412.5,180122399.322
2019-08-10,66.0566787285,9985348008060.0,1423908954.56,72967028.2485,,22823177.0108,210850384662.0,72841.0,562840.0,341125.0,443217329.0,17867162.5,211151931.477
2019-08-09,65.3523665789,9985348008060.0,1409255302.78,70485156.5393,,22052437.226,207416568375.0,82569.0,568245.0,336181.0,442880797.0,17865337.5,364388175.42300004
2019-08-08,62.846269221899995,9985348008060.0,1528500615.48,75945274.2994,,23489547.2769,207895849425.0,67727.0,545941.0,370909.0,442510468.0,17863537.5,385189642.27699995
2019-08-07,65.8068474888,9985348008060.0,1820577410.09,79916269.034,,24239820.6588,209312624412.0,87053.0,617620.0,368348.0,442141959.0,17861725.0,360876818.581
2019-08-06,63.1067782084,9890230141830.0,1783008179.43,70305379.0081,,22256372.325,211515091775.0,77116.0,583599.0,339136.0,441802055.0,17859925.0,165486450.201
2019-08-05,76.6382405544,9013786945890.0,584301307.017,74828989.1705,,23105969.6977,195992510312.0,51656.0,421536.0,298805.0,441501346.0,17858087.5,142750701.815
2019-08-04,72.5873514029,9013786945890.0,533502020.95199996,77517455.8473,,23901417.8953,194226736438.0,62230.0,470981.0,327588.0,441175911.0,17855825.0,194052551.70099998
2019-08-03,64.7035349742,9013786945890.0,1276543413.55,75725144.7295,,22617508.8714,187051774312.0,74996.0,581154.0,349556.0,440825797.0,17853562.5,173753010.807
2019-08-02,54.4208451984,9013786945890.0,1063515472.58,63627044.6839,,18606541.3942,185765440575.0,75301.0,558918.0,335943.0,440490153.0,17851762.5,171671948.947
2019-08-01,59.9883464893,9013786945890.0,1033351135.21,76621300.2884,,21676009.1554,178963598700.0,79521.0,573802.0,361337.0,440128033.0,17849950.0,115667921.71200001
2019-07-31,53.4797452401,9013786945890.0,1280347893.44,63627044.6839,,17750997.0401,170980966000.0,74023.0,548807.0,328375.0,439801073.0,17847700.0,110257993.95799999
2019-07-30,62.0451605645,9013786945890.0,4112257571.27,75277066.95,,20887751.4847,169187817938.0,69716.0,521007.0,333619.0,439466726.0,17845875.0,93425734.9
2019-07-29,76.9097013161,9013786945890.0,379230727.585,78413611.4063,,20994348.8071,170410796875.0,46234.0,391947.0,272974.0,439194279.0,17844062.5,196200932.72599998
2019-07-28,66.3434198319,9013786945890.0,586372755.466,68107822.4786,,18834366.1429,168399947281.0,56716.0,445312.0,283892.0,438910919.0,17841812.5,122793165.173
2019-07-27,64.90979062470001,9013786945890.0,993970297.738,74380911.3911,,20745948.0012,174827712500.0,70399.0,563023.0,319612.0,438590698.0,17839562.5,132194259.46
2019-07-26,57.4308811583,9013786945890.0,1029705254.8,67211666.9196,,19605754.2098,176299525669.0,83167.0,568629.0,336536.0,438254188.0,17837762.5,207985687.03
2019-07-25,58.682011179899995,9013786945890.0,1334346530.1,62282811.3455,,17345757.0026,172919535250.0,61248.0,490408.0,295589.0,437958818.0,17835950.0,198778566.675
2019-07-24,57.8716147694,9033161130740.0,946331234.643,64212845.1846,,18769327.2033,180526183375.0,73612.0,531460.0,320352.0,437638264.0,17834150.0,207597158.39900002
2019-07-23,66.3459219432,9064159826490.0,1027285548.46,71191928.9727,,21529384.3624,184029723000.0,67501.0,533399.0,319399.0,437318209.0,17832337.5,149533508.491
2019-07-22,70.8051791693,9064159826490.0,682036367.27,67136692.5122,,20103997.7423,189288853400.0,48762.0,400500.0,283934.0,437033906.0,17830525.0,231375270.501
2019-07-21,74.5069287647,9064159826490.0,835319633.8310001,79752983.7225,,24399901.5665,194542136800.0,72114.0,488968.0,323002.0,436711204.0,17828275.0,266367992.225
2019-07-20,54.0467694962,9064159826490.0,2126938200.65,53168655.815,,16208139.750999998,187266988562.0,72914.0,566404.0,299891.0,436412702.0,17826462.5,400333480.995
2019-07-19,50.4623113425,9064159826490.0,1363791605.48,54520401.3019,,15933222.4948,188593841581.0,68386.0,588257.0,315745.0,436096727.0,17824662.5,350207291.372
2019-07-18,50.7894975697,9064159826490.0,1898295641.75,59927383.2491,,16501101.4444,174855607281.0,67351.0,569185.0,324892.0,435772362.0,17823312.5,413796084.089
2019-07-17,60.21851188350001,9064159826490.0,1554876517.05,72994256.2884,,22149573.040999997,172013118000.0,75735.0,595749.0,363337.0,435408176.0,17821500.0,334140371.565
2019-07-16,56.2523417514,9064159826490.0,1237233738.07,65784947.0254,,19638311.2812,194706815469.0,64244.0,585913.0,349111.0,435059067.0,17819687.5,163504273.436
2019-07-15,66.5472246742,9064159826490.0,880311916.43,65334365.1964,,20182908.1298,189653594550.0,50672.0,437636.0,303287.0,434756170.0,17817887.5,237143042.963
2019-07-14,67.67410409029999,9064159826490.0,703409877.233,63532037.8807,,20609810.0302,201847363331.0,60531.0,472491.0,304545.0,434451463.0,17816087.5,223317773.914
2019-07-13,67.68427269,9064159826490.0,1573448471.12,73895419.9463,,24773188.3315,210253128219.0,88103.0,637928.0,360899.0,434090079.0,17814287.5,400745298.71599996
2019-07-12,60.4701923318,9064159826490.0,1909308953.1,58125055.9334,,19960968.608,208614436800.0,71630.0,598394.0,325776.0,433764593.0,17812025.0,507237487.92
2019-07-11,68.1388206315,9064159826490.0,3158872124.78,58125055.9334,,21508972.6758,214716441769.0,62569.0,616784.0,315664.0,433448280.0,17810662.5,364111378.78199995
2019-07-10,69.1673055847,8587445349570.0,1779344024.06,65740170.4585,,25335914.8684,222183368550.0,77496.0,623107.0,365588.0,433083366.0,17808862.5,277905476.815
2019-07-09,71.50600141460001,7934713219630.0,2099126797.96,70209738.5775,,27968213.8393,219676672325.0,78508.0,622449.0,378966.0,432704487.0,17807050.0,67612787.4615
2019-07-08,70.7848479653,7934713219630.0,561967420.0580001,60348820.238000005,,22174981.6766,205012937806.0,52042.0,447034.0,313273.0,432390866.0,17804762.5,85554897.9616
2019-07-07,74.6001189119,7934713219630.0,639979717.956,70209738.5775,,26335706.9789,199241854819.0,61588.0,523872.0,348674.0,432041973.0,17802962.5,124193828.65
2019-07-06,71.6928640594,7934713219630.0,1176057042.74,74548542.6469,,27132379.4819,194784159750.0,72082.0,617685.0,378453.0,431664224.0,17800700.0,130466909.33399999
2019-07-05,69.0803671562,7934713219630.0,1933335669.37,65870934.5081,,25608368.4263,199040066350.0,75967.0,603018.0,370704.0,431292036.0,17798450.0,273546634.01
2019-07-04,64.3355567819,7934713219630.0,1618383338.9,67843118.176,,25660429.8291,202075851000.0,82052.0,651074.0,397554.0,430894074.0,17796200.0,240430090.968
2019-07-03,57.938229075900004,7934713219630.0,1813299811.71,62321003.9059,,21634656.180999998,189256319250.0,86335.0,671396.0,373409.0,430521030.0,17793937.5,171482109.072
2019-07-02,60.8858357963,7934713219630.0,1639029426.22,56404452.9022,,20510124.417999998,187549324339.0,64282.0,624927.0,336862.0,430185169.0,17792137.5,172764921.59
